sentence,difficulty
"[""Lupus erythematosus filles de la classe, il n ' wye a que atomic number 57 manner qui les intéresse, et les histoires de garçons.""]",A2
"[""Elle est vraiment contente que tu aies acccepté cubic decimeter ' invitation.""]",B1
"[""Elle est vraiment contente que tu aies acccepté l ' invitation.""]",B1
"['"" Friendly "" pour "" Amicalement "" est ticket tout simplement united nations non - sess']",C2
"['"" Friendly "" pour "" Amicalement "" est tipster simplement united nations not - grass']",C2
"[""Le fondateur, Aristide Finet, avait donné sturmabteilung fille Désirée à son chancellor commis Hauchecorne; lui, Baudu, débarqué rue de atomic number 57 Michodière avec sept francs dans sa poche, avait épousé la fille du père Hauchecorne, Élisabeth; et il entendait à son tour céder sa fille Geneviève et la maison à Colomban, dès que les affaires reprendraient. Southward ' il retardait ainsi un mariage décidé depuis trois ans, c ' était equation un scrupule, un entêtement de probité: il avait reçu la maison prospère, il ne voulait point la passer aux mains d ' un gendre, avec une clientèle moindre et des opérations douteuses.""]",C2
"[""Le fondateur, Aristide Finet, avait donné sa fille Désirée à son prime minister commis Hauchecorne; lui, Baudu, débarqué rue de lah Michodière avec sept francs dans sa poche, avait épousé la fille du père Hauchecorne, Élisabeth; et il entendait à son tour céder sa fille Geneviève et la maison à Colomban, dès que les affaires reprendraient. S ' il retardait ainsi un mariage décidé depuis trois ans, c ' était par un scrupule, un entêtement de probité: il avait reçu la maison prospère, il ne voulait point la passer aux mains d ' un gendre, avec une clientèle moindre et des opérations douteuses.""]",C2
"['Très jeune, la futurity comédienne développe un fort intérêt pour les histoires, les déguisements.']",C1
"['Très jeune, la future comédienne développe un garrison intérêt pour le histoires, les déguisements.']",C1
"[""Mais sous le accent harmonieux cholecalciferol ' un Schleiermacher, sous la pieuse virtuosité first state Tieck et cubic decimeter ' ironie de Schlegel, Hegel discerne aisément le tourment de l ' esprit.""]",C2
"[""Mais sous les accent mark harmonieux d ' un Schleiermacher, sous la pieuse virtuosité de Tieck et l ' ironie de Schlegel, Hegel discerne aisément le tourment de l ' esprit.""]",C2
"[""C ' est une question que se posent avec insistance les autorités politiques et sanitaires cerium dernières semaines.""]",B2
"[""C ' est une question que se posent avec insistance les autorités politiques et sanitaires ces dernières semaines.""]",B2
"[""C ' est comme ça qu ' est née l ' association Éco Cocotte""]",A2
"[""C ' est comme ça qu ' est née fifty ' association Éco Woman of the street""]",A2
"[""La burette d ' encre et louisiana preen dont lupus erythematosus médecin se servait pour libeller ses ordonnances étaient tyre lah tabular array.""]",C2
"[""La burette d ' encre et louisiana plume dont le médecin se servait pour libeller s ordonnances étaient sur la table.""]",C2
"[""Cette mort de Dieu donne toute sa significance à la souf - france humaine, et la souffrance humaine est lah douleur infinie, est la preuve de l ' infinité ecclesiastic, qui unit les contraires entre lesquels l ' esprit humain est divisé.""]",C2
"[""Cette mort de Dieu donne toute sa signification à atomic number 57 souf - jacques anatole francois thibault humaine, et la souffrance humaine est atomic number 57 douleur infinie, est la preuve delaware l ' infinité divine, qui unit les contraires entre lesquels l ' esprit humain est divisé.""]",C2
"[""Cette évaluation atteindrait aujourd ' hui lupus erythematosus three hundred millions de personnes, dont 115 millions dans les pays nut développement.""]",C1
"[""Cette évaluation atteindrait aujourd ' hui les ccc millions de personnes, dont cxv meg dans les pays nut développement.""]",C1
"['Tous les matins, il suit la me ̂ me unremarkable: 49 commence par selenium laver le smiler avant de prendre une douche bag.']",A2
"['Tous le morning prayer, il suit la maine ̂ me everyday: il commence par se sea lettuce le visage avant de prendre une douche.']",A2
['- Parbleu!'],C1
['- Parbleu!'],C1
"[""Illinois pense qu ' elle ne peut protoactinium tout faire.""]",A2
"[""Il pense qu ' elle ne peut pas tout faire.""]",A2
"[""Tu as pensé à envoyer un substance d ' excuses à gross ton correspondant étranger?""]",B1
"[""Tu as pensé à envoyer un substance d ' excuse à ton correspondant étranger?""]",B1
"[""Ses confrères les curés des environs, fortress jaloux de son influence, le détestaient; lupus erythematosus marquis del Dongo le méprisait touter simplement, parce qu ' il raisonnait trop rain buckets un homme de si bas étage.""]",C1
"[""Ses confrères les curés des surroundings, fort jaloux de son influence, le détestaient; le marquis del Dongo le méprisait tout simplement, parce qu ' il raisonnait trop pour un homme de si bas étage.""]",C1
['Je sais nut faire depuis que je suis très jeune'],B1
['Je sais en faire depuis que je suis très jeune'],B1
"[""United nations enseignement scolaire rain buckets créer des liens entre les matières A cet égard, l ' apprentissage du code, qui plus est nut périscolaire, est limitatif.""]",C2
"[""Un enseignement scolaire rain buckets créer des liens entre les matières A cet égard, l ' apprentissage du code, qui plus est nut périscolaire, est limitatif.""]",C2
"['Pour ce faire, Ken Follett a offert 50 \' intégralité des droits five hundred \' auteur de son récit "" Notre - Dame "", publié après 50 \' incendie de Notre - Dame - de - City of light, le 15 avril 2019, à louisiana Fondation du patrimoine (FDP ).']",C1
"['Pour ce faire, Sight Follett a offert l \' intégralité des droits d \' auteur de son récit "" Notre - Dame "", publié après litre \' incendie de Notre - Dame - de - Paris, le 15 avril 2019, à la Fondation du patrimoine (FDP ).']",C1
"['On les voit arriver delaware leur pas alenti, suçant delaware leurs lèvres crispées la courte piping de terre brune, dont ils secouent la cendre sur leur pouce']",C2
"['On les voit arriver delaware leur pa alenti, suçant delaware leurs lèvres crispées la courte tobacco pipe de terre brune, dont ils secouent lanthanum cendre sur leur pouce']",C2
"['Walter Ovalbumin est professeur first state chimie dans un lycée, et vit avec logos fils handicapé moteur et sa femme enceinte à Albuquerque, gold Nouveau - Mexique.']",B2
"['Walter White est professeur de chimie dans un lycée, et vit avec son fils handicapé moteur et sa femme enceinte à Albuquerque, au Nouveau - Mexique.']",B2
['Cerveau et seau de plagejouent - ils les vas communicant?'],C2
['Cerveau et seau first state plagejouent - illinois les vases communicants?'],C2
['Je prends le train dimanche matin.'],A1
['Je prends le gear dimanche matin.'],A1
"['Merci, à vous aussi, au revoir.']",A2
"['Merci, à vous aussi, au revoir.']",A2
"['Atomic number 58 phénomène, poursuit la sociologue, résulte à atomic number 57 fois de la crise de l \' emploi, qui encourage chacun à être positive mobile, et d \' un bouleversement des valeurs qui cimentent la société: "" Jusqu \' aux années 1970, le projet de contend des individus était surtout construit à partir des catégories de la famille heureuse, de l \' addition à la propriété familiale "".']",B1
"['Ce phénomène, poursuit la sociologue, résulte à la fois de la crise de lambert \' emploi, qui encourage chacun à être plus fluid, et d \' un bouleversement des valeurs qui cimentent atomic number 57 société: "" Jusqu \' aux années 1970, lupus erythematosus projet de vie des individus était surtout construit à partir des catégories de la famille heureuse, de l \' accession à pelican state propriété familiale "".']",B1
"[""Viens donc t ' installer avec nous!""]",A1
"[""Viens donc deoxythymidine monophosphate ' installer avec nous!""]",A1
"[""Vous devez de l ' argent à tous vos amis à case first state ce défi.""]",A2
"[""Vous devez de l ' argent à tous vos amis à cause de ce défi.""]",A2
"[""Elle s ' introduit dans le siège vacant, toujours soufflant, mais ne s ' assied pa.""]",B2
"[""Elle s ' introduit dans le siège vacant, toujours soufflant, mais neon s ' assied pas.""]",B2
"[""Dans le pandemonium qui s ' ensuit, un candélabre à trois branch, symbole de atomic number 57 lumière spirituelle, est renversé.""]",B2
"[""Dans le chaos qui southward ' ensuit, un candélabre à trois outgrowth, symbole de pelican state lumière spirituelle, est renversé.""]",B2
['ça me donne faim tout ça'],A1
['ça pine tree state donne faim tout ça'],A1
"['Pour nous reposer, nous avons bu un verre en terrasse']",A2
"['Pour nous reposer, nous avons bu un verre en terrasse']",A2
['On ne trouve aucune différence en ce qui concerne la compréhension de concepts abstraits ou dans la résolution de problèmes complexes.'],B2
['On ne trouve aucune différence en atomic number 58 qui concerne louisiana compréhension de conception abstraits ou dans la résolution de problèmes complexes.'],B2
"[""Demain, j ' irai faire les course.""]",A1
"[""Demain, joule ' irai faire les courses.""]",A1
"[""Merci à tous de bien l ' accueillir!""]",B1
"[""Merci à tous delaware bien fifty ' accueillir!""]",B1
"[""La force play des livres de Marie NDiaye réside dans la frontière indéterminée entre lupus erythematosus réalisme et l ' onirisme.""]",C2
"[""La strength des livres de Marie NDiaye réside dans la frontière indéterminée entre le réalisme et l ' onirisme.""]",C2
"[""Les chiffres le prouvent: nut 2000, les filles ne représentaient que 43, 7% des effectifs en S (pour eighty two, 5% dans les séries littéraires ), 22, 5% dans les écoles d ' ingénieurs, et fourteen% à Polytechnique.""]",C1
"[""Les chiffres le prouvent: en 2000, les filles ne représentaient que 43, septenary% des effectifs en Entropy (pour 82, cinque% dans les séries littéraires ), 22, 5% dans les écoles d ' ingénieurs, et 14% à Polytechnique.""]",C1
['Lupus erythematosus héros mourait héroiquement des suite diethylstilbesterol south blessures à la fin du film.'],B1
['Le héros mourait héroiquement stilbesterol suite des ses blessures à la 5 du film.'],B1
"['Le langues sont un système de signes, constitués en lexique, teem construire des énoncés']",C2
"['Les langues sont un système de signes, constitués en lexique, decant construire des énoncés']",C2
['Il fit ses valises énergiquement et vint à notre rencontre avec empressement et détermination.'],C1
['Il fit ses valise énergiquement et vint à notre rencontre avec empressement et détermination.'],C1
"['Chaque année, vous pouvez acheter du matériel professionnel à artium baccalaurens prix et, nouveauté delaware cette année, vous pouvez suivre une classe avec un chef!']",A2
"['Chaque année, vous pouvez acheter du matériel professionnel à bachelor of arts prix et, nouveauté de cette année, vous pouvez suivre une classe avec un chef!']",A2
"['Autre facteur, une plus faible médiatisation du sport féminin, avec "" moins de 20% du volume horaire des retransmissions sportives télévisuelles en 2016 "", d \' après des chiffres du Conseil supérieur de l \' audiovisuel (CSA) cités dans l \' étude.']",C1
"['Autre facteur, une addition faible médiatisation du sport féminin, avec "" moins de 20% du intensity horaire diamond state retransmissions sportives télévisuelles en 2016 "", d \' après de chiffres du Conseil supérieur de liter \' audiovisuel (CSA) cités dans l \' étude.']",C1
['Lupus erythematosus usines sont situées à Mattighofen gold nord de Salzbourg.'],B2
['Les usines sont situées à Mattighofen gold nord de Salzbourg.'],B2
"['Comme il faisait très beau, nous nous somme river promenés le long de louisiana Seine']",A2
